Camel Project ID,Type,Assignee,Reporter,Affected Versions,Fix Versions,Created Date,Created Epoch,Updated Date,Resolution Date,Description,Comments
21305,Bug,Otavio Rodolfo Piske,Otavio Rodolfo Piske,4.8.0,"4.8.1,4.9.0",2024-10-02T16:24:31+0000,1727886271,2024-10-03T17:02:13+0000,2024-10-03T17:02:13+0000,"When using the stream cache, converting the byte array to a document causes a silent failure due to missing converter from InputStream.",No comments found
21304,Improvement,Thomas Diesler,Aurélien Pupier,4.8.0,4.9.0,2024-10-02T15:45:21+0000,1727883921,2025-01-02T09:10:17+0000,2025-01-02T09:10:17+0000,"leads to have this message:
Tried also with cluster-type openshift
it would be better if the AnsiLooger Stream is correctly configured out of the box",No comments found
21303,Improvement,Claus Ibsen,Claus Ibsen,None,"4.4.4,4.8.1,4.9.0",2024-10-02T09:49:27+0000,1727862567,2024-10-02T12:36:30+0000,2024-10-02T12:36:22+0000,"When closing streams then it may already be closed or something. We should just log this at DEBUG level by default as WARN is too noisy.
And you may end up with double loggings and whatnot
2024-10-02T11:46:19.545+02:00  WARN 44994 — [onPool-worker-1] org.apache.camel.util.IOHelper           : Cannot close. Reason: Response not usable after response errors.
 
org.springframework.web.context.request.async.AsyncRequestNotUsableException: Response not usable after response errors.
at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleHttpServletResponse.obtainLockOrRaiseException(StandardServletAsyncWebRequest.java:335) ~[spring-web-6.1.13.jar:6.1.13]
at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.close(StandardServletAsyncWebRequest.java:424) ~[spring-web-6.1.13.jar:6.1.13]
at org.apache.camel.util.IOHelper.close(IOHelper.java:421) ~[camel-util-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.util.IOHelper.close(IOHelper.java:481) ~[camel-util-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.util.IOHelper.close(IOHelper.java:491) ~[camel-util-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.http.common.DefaultHttpBinding.copyStream(DefaultHttpBinding.java:489) ~[camel-http-common-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.http.common.DefaultHttpBinding.doWriteDirectResponse(DefaultHttpBinding.java:552) ~[camel-http-common-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.http.common.DefaultHttpBinding.doWriteResponse(DefaultHttpBinding.java:451) ~[camel-http-common-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.http.common.DefaultHttpBinding.writeResponse(DefaultHttpBinding.java:371) ~[camel-http-common-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.component.platform.http.springboot.SpringBootPlatformHttpConsumer.afterProcess(SpringBootPlatformHttpConsumer.java:135) ~[camel-platform-http-starter-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.component.platform.http.springboot.SpringBootPlatformHttpConsumer.handleService(SpringBootPlatformHttpConsumer.java:124) ~[camel-platform-http-starter-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at org.apache.camel.component.platform.http.springboot.SpringBootPlatformHttpConsumer.lambda$service$0(SpringBootPlatformHttpConsumer.java:75) ~[camel-platform-http-starter-4.9.0-SNAPSHOT.jar:4.9.0-SNAPSHOT]
at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[na:na]
at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[na:na]
at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[na:na]
at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[na:na]
at java.base/java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[na:na]
at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[na:na]
at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[na:na]",No comments found
21302,Bug,Freeman Yue Fang,John Poth,None,"4.4.5,4.8.2,4.9.0",2024-10-02T09:08:51+0000,1727860131,2024-10-24T15:46:03+0000,2024-10-24T15:45:43+0000,"There seems to be a Otel context leak when using a CXF producer in async mode. This causes different requests to have the same traceId. As a workaround, setting synchronous=true on the CXF producer resolves the issue. Here's a reproducer:
I've added the complete unit here: https://github.com/apache/camel/blob/7d83a62b8e442dc9ac6fd79b153192add940301e/components/camel-opentelemetry/src/test/java/org/apache/camel/opentelemetry/AsyncCxfTest.java",No comments found
21301,Bug,Pasquale Congiusti,Pasquale Congiusti,4.8.0,"4.8.1,4.9.0",2024-10-02T08:55:13+0000,1727859313,2024-10-03T13:03:23+0000,2024-10-03T11:56:49+0000,"Camel Jbang version:
Camel Main OK:
Camel Quarkus KO:
Camel Spring Boot KO:",No comments found
21300,Improvement,Claus Ibsen,Claus Ibsen,None,"4.4.4,4.8.1,4.9.0",2024-10-02T07:54:51+0000,1727855691,2024-10-02T12:36:30+0000,2024-10-02T11:09:21+0000,"When Camel route is done and platform-http consumer (vertx / spring-boot) is writing a response, then this can fail due to networking issues. In those causes a LOG is written but the Exchange in Camel is completed succesfully.
If you use onCompletion in routes then this is completed succesfully. You may want to get the caused exxeption from vertx / SB instead. So in other words Camel route is okay, but vertx/SB failed during writing response on network level.",No comments found
21299,Dependency upgrade,Claus Ibsen,Claus Ibsen,4.4.3,4.4.4,2024-10-02T07:18:32+0000,1727853512,2024-10-02T07:24:17+0000,2024-10-02T07:24:17+0000,No description available,No comments found
21298,Improvement,Claus Ibsen,Claus Ibsen,4.8.0,"4.8.1,4.9.0",2024-10-02T07:04:13+0000,1727852653,2024-10-02T07:15:04+0000,2024-10-02T07:15:04+0000,This makes it possible to get this released version information in json format that makes it easier to 3rd party tooling to use.,No comments found
21297,Test,Andrea Tarocchi,Andrea Tarocchi,4.8.0,"4.4.4,4.8.1,4.9.0",2024-10-01T16:08:50+0000,1727798930,2024-10-03T14:10:24+0000,2024-10-03T14:10:24+0000,"camel-test-infra-dispatch-router not working due to SEGFAULT in running qdrouterd in the container.
I fear is a general fedora issue and I opened a bug there as well https://bugzilla.redhat.com/show_bug.cgi?id=2315943
we might use in the meantime just a simple generic container with this image quay.io/interconnectedcloud/qdrouterd:latest",No comments found
21296,Bug,Unassigned,RAVI,4.5.0,4.8.0,2024-10-01T15:24:48+0000,1727796288,2024-10-04T11:41:03+0000,2024-10-04T11:41:03+0000,"Hi Team,
 
We are conducting a POC using the Camel-AS2 project (version 4.5.0) to facilitate communication with the OpenText tool, with plans to extend this setup for communication with our trading partners in the future.
 
We’ve implemented a Camel-AS2 sender application, which has been configured to send EDI messages to the OpenText AS2 receiver. The OpenText AS2 receiver successfully receives the messages and sends back a signed MDN. However, our Camel-AS2 sender application encounters the following exception during MDN validation.
 
Based on the Camel documentation, it appears that MDN verification on the client side isn’t fully supported by Camel. To address this, we are utilizing the org.apache.camel.component.as2.api.util.SigningUtils.isValid() method, but this is where the exception arises.
 
We’ve identified that the message digest value computed on the MDN by OpenText (included in the Signature object) doesn’t match the one computed by the Camel-AS2 sender application upon receiving the MDN.
 
We suspect this discrepancy may be related to line separator differences in the MDN message. Could you provide further insights or guidance on this issue?
 
Here’s the relevant code snippet we are using to validate after recieving response from Open text:
 
if (exchange.getMessage().getBody() instanceof MultipartSignedEntity)
org.bouncycastle.cms.CMSSignerDigestMismatchException: message-digest attribute value does not match calculated value
at org.bouncycastle.cms.SignerInformation.verifyMessageDigestAttribute(SignerInformation.java:550) ~[bcpkix-debug-jdk18on-1.77.jar:1.77.00.0]
at org.bouncycastle.cms.SignerInformation.doVerify(SignerInformation.java:452) ~[bcpkix-debug-jdk18on-1.77.jar:1.77.00.0]
at org.bouncycastle.cms.SignerInformation.verify(SignerInformation.java:659) ~[bcpkix-debug-jdk18on-1.77.jar:1.77.00.0]
at org.bouncycastle.cms.CMSSignedData.verifySignatures(CMSSignedData.java:436) ~[bcpkix-debug-jdk18on-1.77.jar:1.77.00.0]
at org.bouncycastle.cms.CMSSignedData.verifySignatures(CMSSignedData.java:411) ~[bcpkix-debug-jdk18on-1.77.jar:1.77.00.0]
at org.apache.camel.component.as2.api.util.SigningUtils.isValidSigned(SigningUtils.java:155) ~[classes/:na]
at org.apache.camel.component.as2.api.util.SigningUtils.isValid(SigningUtils.java:191)",No comments found
21295,Improvement,Gaelle Fournier,Gaelle Fournier,4.x,4.x,2024-10-01T13:29:20+0000,1727789360,2024-10-03T11:32:00+0000,2024-10-03T11:31:50+0000,"Following the removal of CK CRD dependency, we can now implements knative traits options `knative.filters` and `knative.filter-event-type` in the kubernertes plugin.
The expected behavior is decribed here: https://camel.apache.org/camel-k/next/traits/knative.html.
Some existing code is already there:
https://github.com/apache/camel/blob/d3142c3611d11c95fcc9c3bf8407c7ee0682097b/dsl/camel-jbang/camel-jbang-plugin-kubernetes/src/main/java/org/apache/camel/dsl/jbang/core/commands/kubernetes/traits/knative/KnativeTrait.java#L291-L303",No comments found
21294,Improvement,Pasquale Congiusti,Pasquale Congiusti,4.x,4.9.0,2024-10-01T09:39:18+0000,1727775558,2024-10-03T08:20:56+0000,2024-10-03T08:20:56+0000,"The run/export is hardcoding the dependency for platform-http when using either runtime Quarkus or Spring Boot. I think we need to let the CLI to include it or not based on the real presence of such a component.
I am working to fix this, however I am not sure if by any chance there is a reason why we need to keep it hardcoded and always exported in those runtimes.",No comments found
21293,Bug,Claus Ibsen,Claus Ibsen,"4.4.3,4.8.0","4.4.4,4.8.1,4.9.0",2024-10-01T09:17:08+0000,1727774228,2024-10-01T09:47:17+0000,2024-10-01T09:47:17+0000,https://camel.zulipchat.com/#narrow/stream/364655-camel-core-dev/topic/Unmarshaller.20does.20not.20close.20the.20stream,No comments found
21292,Improvement,Claus Ibsen,Claus Ibsen,None,4.9.0,2024-09-30T10:26:34+0000,1727691994,2024-10-01T09:01:51+0000,2024-10-01T09:01:51+0000,"When using 3rd party JARs like pooled-jms, then it should be mapped to quarkus-pooled-jms. So we need to have a mapping file for this, to maintain versions. To have this convenient out of the box.",No comments found
21291,Bug,Jiri Ondrusek,Jiri Ondrusek,4.8.0,"4.8.1,4.9.0",2024-09-30T10:23:54+0000,1727691834,2024-09-30T14:41:38+0000,2024-09-30T14:41:38+0000,"There are 2 bugs in ""smb"" producer.",No comments found
21290,Bug,Claus Ibsen,Claus Ibsen,4.8.0,"4.8.1,4.9.0",2024-09-30T10:17:38+0000,1727691458,2024-09-30T10:19:36+0000,2024-09-30T10:19:36+0000,https://camel.zulipchat.com/#narrow/stream/352237-camel-jbang/topic/Run.20with.20camel-activemq,No comments found
21289,Bug,Claus Ibsen,Claus Ibsen,4.8.0,"4.8.1,4.9.0",2024-09-30T09:05:15+0000,1727687115,2024-09-30T09:47:14+0000,2024-09-30T09:47:14+0000,"If you use custom kamelets from some local-dir then during export they are not copied over to src/main/resources/kamelets folder.
Also the pom.xml includes ASF kamelets JARs which would not be needed.",No comments found
21288,Bug,Unassigned,Michal Stepan,4.1.0,4.2.0,2024-09-30T08:09:09+0000,1727683749,2024-10-03T06:46:43+0000,2024-10-03T06:46:43+0000,"Given random data generator function:
And two processors - first generates 20 batches and second would generate 20k rows in each batch (tweak as you want):
And a route:
The processing would fail on OOM when used limited memory setting ( -Xmx512m in my case of macbook m1 pro 16Gb ram).
The problem is on the line:
Where upon analysis, the expression evaluation stores the content of the body into memory (ok), but keep it referrenced even after leaving the split. This is happening only when the generated data are objects (Random usage in this case) - when using unboxed int values, the problem is not there. Our original case was using sql component, that returned database data (boxed in objects).
You can mitigate the problem by using external processor instead of log:
or using groovy:
In both cases, referrences are cleaned up - not causing OOM.
This behavior seems very unexpected.",No comments found
21287,Bug,Unassigned,Sven,4.8.0,"4.8.1,4.9.0",2024-09-30T07:51:17+0000,1727682677,2024-09-30T09:48:00+0000,2024-09-30T09:48:00+0000,"The API calls to azure fileshares using a bearer token (credentialType=AZURE_IDENTITY) requires the header x-ms-file-request-intent to be set. Currently it seems the API only supports the value 'backup'.
I'll create a PR.",No comments found
